Causas (lista reducida);Sexo;Edad;Lugar de residencia;Total
091 Otros accidentes de transporte;Hombres;De 35 a 39 años;Otro municipio de la misma provincia;5
091 Otros accidentes de transporte;Hombres;De 35 a 39 años;Otra provincia de la misma Comunidad Autónoma;0
091 Otros accidentes de transporte;Hombres;De 35 a 39 años;Otra Comunidad Autónoma;0
091 Otros accidentes de transporte;Hombres;De 35 a 39 años;Extranjero;1
091 Otros accidentes de transporte;Hombres;De 40 a 44 años;Mismo municipio;4
091 Otros accidentes de transporte;Hombres;De 40 a 44 años;Otro municipio de la misma provincia;1
091 Otros accidentes de transporte;Hombres;De 40 a 44 años;Otra provincia de la misma Comunidad Autónoma;0
091 Otros accidentes de transporte;Hombres;De 40 a 44 años;Otra Comunidad Autónoma;1
091 Otros accidentes de transporte;Hombres;De 40 a 44 años;Extranjero;1
091 Otros accidentes de transporte;Hombres;De 45 a 49 años;Mismo municipio;7
091 Otros accidentes de transporte;Hombres;De 45 a 49 años;Otro municipio de la misma provincia;4
091 Otros accidentes de transporte;Hombres;De 45 a 49 años;Otra provincia de la misma Comunidad Autónoma;3
091 Otros accidentes de transporte;Hombres;De 45 a 49 años;Otra Comunidad Autónoma;0
091 Otros accidentes de transporte;Hombres;De 45 a 49 años;Extranjero;0
091 Otros accidentes de transporte;Hombres;De 50 a 54 años;Mismo municipio;2
091 Otros accidentes de transporte;Hombres;De 50 a 54 años;Otro municipio de la misma provincia;6
091 Otros accidentes de transporte;Hombres;De 50 a 54 años;Otra provincia de la misma Comunidad Autónoma;2
091 Otros accidentes de transporte;Hombres;De 50 a 54 años;Otra Comunidad Autónoma;2
091 Otros accidentes de transporte;Hombres;De 50 a 54 años;Extranjero;3
091 Otros accidentes de transporte;Hombres;De 55 a 59 años;Mismo municipio;8
091 Otros accidentes de transporte;Hombres;De 55 a 59 años;Otro municipio de la misma provincia;7
091 Otros accidentes de transporte;Hombres;De 55 a 59 años;Otra provincia de la misma Comunidad Autónoma;0
091 Otros accidentes de transporte;Hombres;De 55 a 59 años;Otra Comunidad Autónoma;0
091 Otros accidentes de transporte;Hombres;De 55 a 59 años;Extranjero;1
091 Otros accidentes de transporte;Hombres;De 60 a 64 años;Mismo municipio;4
091 Otros accidentes de transporte;Hombres;De 60 a 64 años;Otro municipio de la misma provincia;4
091 Otros accidentes de transporte;Hombres;De 60 a 64 años;Otra provincia de la misma Comunidad Autónoma;1
091 Otros accidentes de transporte;Hombres;De 60 a 64 años;Otra Comunidad Autónoma;0
091 Otros accidentes de transporte;Hombres;De 60 a 64 años;Extranjero;0
091 Otros accidentes de transporte;Hombres;De 65 a 69 años;Mismo municipio;8
091 Otros accidentes de transporte;Hombres;De 65 a 69 años;Otro municipio de la misma provincia;4
091 Otros accidentes de transporte;Hombres;De 65 a 69 años;Otra provincia de la misma Comunidad Autónoma;0
091 Otros accidentes de transporte;Hombres;De 65 a 69 años;Otra Comunidad Autónoma;0
091 Otros accidentes de transporte;Hombres;De 65 a 69 años;Extranjero;2
091 Otros accidentes de transporte;Hombres;De 70 a 74 años;Mismo municipio;6
091 Otros accidentes de transporte;Hombres;De 70 a 74 años;Otro municipio de la misma provincia;4
091 Otros accidentes de transporte;Hombres;De 70 a 74 años;Otra provincia de la misma Comunidad Autónoma;0
091 Otros accidentes de transporte;Hombres;De 70 a 74 años;Otra Comunidad Autónoma;1
091 Otros accidentes de transporte;Hombres;De 70 a 74 años;Extranjero;0
091 Otros accidentes de transporte;Hombres;De 75 a 79 años;Mismo municipio;11
091 Otros accidentes de transporte;Hombres;De 75 a 79 años;Otro municipio de la misma provincia;2
091 Otros accidentes de transporte;Hombres;De 75 a 79 años;Otra provincia de la misma Comunidad Autónoma;1
091 Otros accidentes de transporte;Hombres;De 75 a 79 años;Otra Comunidad Autónoma;0
091 Otros accidentes de transporte;Hombres;De 75 a 79 años;Extranjero;0
091 Otros accidentes de transporte;Hombres;De 80 a 84 años;Mismo municipio;9
091 Otros accidentes de transporte;Hombres;De 80 a 84 años;Otro municipio de la misma provincia;4
091 Otros accidentes de transporte;Hombres;De 80 a 84 años;Otra provincia de la misma Comunidad Autónoma;0
091 Otros accidentes de transporte;Hombres;De 80 a 84 años;Otra Comunidad Autónoma;0
091 Otros accidentes de transporte;Hombres;De 80 a 84 años;Extranjero;0
091 Otros accidentes de transporte;Hombres;De 85 a 89 años;Mismo municipio;3
091 Otros accidentes de transporte;Hombres;De 85 a 89 años;Otro municipio de la misma provincia;1
091 Otros accidentes de transporte;Hombres;De 85 a 89 años;Otra provincia de la misma Comunidad Autónoma;0
091 Otros accidentes de transporte;Hombres;De 85 a 89 años;Otra Comunidad Autónoma;0
091 Otros accidentes de transporte;Hombres;De 85 a 89 años;Extranjero;0
091 Otros accidentes de transporte;Hombres;De 90 a 94 años;Mismo municipio;1
091 Otros accidentes de transporte;Hombres;De 90 a 94 años;Otro municipio de la misma provincia;2
091 Otros accidentes de transporte;Hombres;De 90 a 94 años;Otra provincia de la misma Comunidad Autónoma;0
091 Otros accidentes de transporte;Hombres;De 90 a 94 años;Otra Comunidad Autónoma;0
091 Otros accidentes de transporte;Hombres;De 90 a 94 años;Extranjero;0
091 Otros accidentes de transporte;Hombres;De 95 años y más;Mismo municipio;0
091 Otros accidentes de transporte;Hombres;De 95 años y más;Otro municipio de la misma provincia;0
091 Otros accidentes de transporte;Hombres;De 95 años y más;Otra provincia de la misma Comunidad Autónoma;0
091 Otros accidentes de transporte;Hombres;De 95 años y más;Otra Comunidad Autónoma;0
091 Otros accidentes de transporte;Hombres;De 95 años y más;Extranjero;0
091 Otros accidentes de transporte;Mujeres;Menores de 1 año;Mismo municipio;0
091 Otros accidentes de transporte;Mujeres;Menores de 1 año;Otro municipio de la misma provincia;0
091 Otros accidentes de transporte;Mujeres;Menores de 1 año;Otra provincia de la misma Comunidad Autónoma;0
091 Otros accidentes de transporte;Mujeres;Menores de 1 año;Otra Comunidad Autónoma;0
091 Otros accidentes de transporte;Mujeres;Menores de 1 año;Extranjero;0
091 Otros accidentes de transporte;Mujeres;De 1 a 4 años;Mismo municipio;0
091 Otros accidentes de transporte;Mujeres;De 1 a 4 años;Otro municipio de la misma provincia;1
091 Otros accidentes de transporte;Mujeres;De 1 a 4 años;Otra provincia de la misma Comunidad Autónoma;0
091 Otros accidentes de transporte;Mujeres;De 1 a 4 años;Otra Comunidad Autónoma;0
091 Otros accidentes de transporte;Mujeres;De 1 a 4 años;Extranjero;0
091 Otros accidentes de transporte;Mujeres;De 5 a 9 años;Mismo municipio;0
091 Otros accidentes de transporte;Mujeres;De 5 a 9 años;Otro municipio de la misma provincia;0
091 Otros accidentes de transporte;Mujeres;De 5 a 9 años;Otra provincia de la misma Comunidad Autónoma;0
091 Otros accidentes de transporte;Mujeres;De 5 a 9 años;Otra Comunidad Autónoma;1
091 Otros accidentes de transporte;Mujeres;De 5 a 9 años;Extranjero;0
091 Otros accidentes de transporte;Mujeres;De 10 a 14 años;Mismo municipio;1
091 Otros accidentes de transporte;Mujeres;De 10 a 14 años;Otro municipio de la misma provincia;0
091 Otros accidentes de transporte;Mujeres;De 10 a 14 años;Otra provincia de la misma Comunidad Autónoma;0
091 Otros accidentes de transporte;Mujeres;De 10 a 14 años;Otra Comunidad Autónoma;2
091 Otros accidentes de transporte;Mujeres;De 10 a 14 años;Extranjero;0
091 Otros accidentes de transporte;Mujeres;De 15 a 19 años;Mismo municipio;1
091 Otros accidentes de transporte;Mujeres;De 15 a 19 años;Otro municipio de la misma provincia;0
091 Otros accidentes de transporte;Mujeres;De 15 a 19 años;Otra provincia de la misma Comunidad Autónoma;1
091 Otros accidentes de transporte;Mujeres;De 15 a 19 años;Otra Comunidad Autónoma;0
091 Otros accidentes de transporte;Mujeres;De 15 a 19 años;Extranjero;0
091 Otros accidentes de transporte;Mujeres;De 20 a 24 años;Mismo municipio;0
091 Otros accidentes de transporte;Mujeres;De 20 a 24 años;Otro municipio de la misma provincia;0
091 Otros accidentes de transporte;Mujeres;De 20 a 24 años;Otra provincia de la misma Comunidad Autónoma;0
091 Otros accidentes de transporte;Mujeres;De 20 a 24 años;Otra Comunidad Autónoma;2
091 Otros accidentes de transporte;Mujeres;De 20 a 24 años;Extranjero;0
091 Otros accidentes de transporte;Mujeres;De 25 a 29 años;Mismo municipio;0
091 Otros accidentes de transporte;Mujeres;De 25 a 29 años;Otro municipio de la misma provincia;1
091 Otros accidentes de transporte;Mujeres;De 25 a 29 años;Otra provincia de la misma Comunidad Autónoma;0
091 Otros accidentes de transporte;Mujeres;De 25 a 29 años;Otra Comunidad Autónoma;0
091 Otros accidentes de transporte;Mujeres;De 25 a 29 años;Extranjero;0
091 Otros accidentes de transporte;Mujeres;De 30 a 34 años;Mismo municipio;1
091 Otros accidentes de transporte;Mujeres;De 30 a 34 años;Otro municipio de la misma provincia;0
091 Otros accidentes de transporte;Mujeres;De 30 a 34 años;Otra provincia de la misma Comunidad Autónoma;0
091 Otros accidentes de transporte;Mujeres;De 30 a 34 años;Otra Comunidad Autónoma;0
091 Otros accidentes de transporte;Mujeres;De 30 a 34 años;Extranjero;0
091 Otros accidentes de transporte;Mujeres;De 35 a 39 años;Mismo municipio;2
091 Otros accidentes de transporte;Mujeres;De 35 a 39 años;Otro municipio de la misma provincia;0
091 Otros accidentes de transporte;Mujeres;De 35 a 39 años;Otra provincia de la misma Comunidad Autónoma;0
091 Otros accidentes de transporte;Mujeres;De 35 a 39 años;Otra Comunidad Autónoma;0
091 Otros accidentes de transporte;Mujeres;De 35 a 39 años;Extranjero;1
091 Otros accidentes de transporte;Mujeres;De 40 a 44 años;Mismo municipio;1
091 Otros accidentes de transporte;Mujeres;De 40 a 44 años;Otro municipio de la misma provincia;1
091 Otros accidentes de transporte;Mujeres;De 40 a 44 años;Otra provincia de la misma Comunidad Autónoma;0
091 Otros accidentes de transporte;Mujeres;De 40 a 44 años;Otra Comunidad Autónoma;0
091 Otros accidentes de transporte;Mujeres;De 40 a 44 años;Extranjero;0
091 Otros accidentes de transporte;Mujeres;De 45 a 49 años;Mismo municipio;1
091 Otros accidentes de transporte;Mujeres;De 45 a 49 años;Otro municipio de la misma provincia;1
091 Otros accidentes de transporte;Mujeres;De 45 a 49 años;Otra provincia de la misma Comunidad Autónoma;0
091 Otros accidentes de transporte;Mujeres;De 45 a 49 años;Otra Comunidad Autónoma;1
091 Otros accidentes de transporte;Mujeres;De 45 a 49 años;Extranjero;0
091 Otros accidentes de transporte;Mujeres;De 50 a 54 años;Mismo municipio;1
091 Otros accidentes de transporte;Mujeres;De 50 a 54 años;Otro municipio de la misma provincia;0
091 Otros accidentes de transporte;Mujeres;De 50 a 54 años;Otra provincia de la misma Comunidad Autónoma;0
091 Otros accidentes de transporte;Mujeres;De 50 a 54 años;Otra Comunidad Autónoma;1
091 Otros accidentes de transporte;Mujeres;De 50 a 54 años;Extranjero;1
091 Otros accidentes de transporte;Mujeres;De 55 a 59 años;Mismo municipio;1
091 Otros accidentes de transporte;Mujeres;De 55 a 59 años;Otro municipio de la misma provincia;0
091 Otros accidentes de transporte;Mujeres;De 55 a 59 años;Otra provincia de la misma Comunidad Autónoma;0
091 Otros accidentes de transporte;Mujeres;De 55 a 59 años;Otra Comunidad Autónoma;0
091 Otros accidentes de transporte;Mujeres;De 55 a 59 años;Extranjero;0
091 Otros accidentes de transporte;Mujeres;De 60 a 64 años;Mismo municipio;0
091 Otros accidentes de transporte;Mujeres;De 60 a 64 años;Otro municipio de la misma provincia;0
091 Otros accidentes de transporte;Mujeres;De 60 a 64 años;Otra provincia de la misma Comunidad Autónoma;0
091 Otros accidentes de transporte;Mujeres;De 60 a 64 años;Otra Comunidad Autónoma;0
091 Otros accidentes de transporte;Mujeres;De 60 a 64 años;Extranjero;0
091 Otros accidentes de transporte;Mujeres;De 65 a 69 años;Mismo municipio;0
091 Otros accidentes de transporte;Mujeres;De 65 a 69 años;Otro municipio de la misma provincia;1
091 Otros accidentes de transporte;Mujeres;De 65 a 69 años;Otra provincia de la misma Comunidad Autónoma;0
091 Otros accidentes de transporte;Mujeres;De 65 a 69 años;Otra Comunidad Autónoma;0
091 Otros accidentes de transporte;Mujeres;De 65 a 69 años;Extranjero;0
091 Otros accidentes de transporte;Mujeres;De 70 a 74 años;Mismo municipio;2
091 Otros accidentes de transporte;Mujeres;De 70 a 74 años;Otro municipio de la misma provincia;0
091 Otros accidentes de transporte;Mujeres;De 70 a 74 años;Otra provincia de la misma Comunidad Autónoma;0
091 Otros accidentes de transporte;Mujeres;De 70 a 74 años;Otra Comunidad Autónoma;0
091 Otros accidentes de transporte;Mujeres;De 70 a 74 años;Extranjero;0
091 Otros accidentes de transporte;Mujeres;De 75 a 79 años;Mismo municipio;0
091 Otros accidentes de transporte;Mujeres;De 75 a 79 años;Otro municipio de la misma provincia;0
091 Otros accidentes de transporte;Mujeres;De 75 a 79 años;Otra provincia de la misma Comunidad Autónoma;0
091 Otros accidentes de transporte;Mujeres;De 75 a 79 años;Otra Comunidad Autónoma;0
091 Otros accidentes de transporte;Mujeres;De 75 a 79 años;Extranjero;0
091 Otros accidentes de transporte;Mujeres;De 80 a 84 años;Mismo municipio;3
091 Otros accidentes de transporte;Mujeres;De 80 a 84 años;Otro municipio de la misma provincia;0
091 Otros accidentes de transporte;Mujeres;De 80 a 84 años;Otra provincia de la misma Comunidad Autónoma;0
091 Otros accidentes de transporte;Mujeres;De 80 a 84 años;Otra Comunidad Autónoma;0
091 Otros accidentes de transporte;Mujeres;De 80 a 84 años;Extranjero;0
091 Otros accidentes de transporte;Mujeres;De 85 a 89 años;Mismo municipio;0
091 Otros accidentes de transporte;Mujeres;De 85 a 89 años;Otro municipio de la misma provincia;0
091 Otros accidentes de transporte;Mujeres;De 85 a 89 años;Otra provincia de la misma Comunidad Autónoma;0
091 Otros accidentes de transporte;Mujeres;De 85 a 89 años;Otra Comunidad Autónoma;0
091 Otros accidentes de transporte;Mujeres;De 85 a 89 años;Extranjero;0
091 Otros accidentes de transporte;Mujeres;De 90 a 94 años;Mismo municipio;0
091 Otros accidentes de transporte;Mujeres;De 90 a 94 años;Otro municipio de la misma provincia;1
091 Otros accidentes de transporte;Mujeres;De 90 a 94 años;Otra provincia de la misma Comunidad Autónoma;0
091 Otros accidentes de transporte;Mujeres;De 90 a 94 años;Otra Comunidad Autónoma;0
091 Otros accidentes de transporte;Mujeres;De 90 a 94 años;Extranjero;0
091 Otros accidentes de transporte;Mujeres;De 95 años y más;Mismo municipio;0
091 Otros accidentes de transporte;Mujeres;De 95 años y más;Otro municipio de la misma provincia;0
091 Otros accidentes de transporte;Mujeres;De 95 años y más;Otra provincia de la misma Comunidad Autónoma;0
091 Otros accidentes de transporte;Mujeres;De 95 años y más;Otra Comunidad Autónoma;0
091 Otros accidentes de transporte;Mujeres;De 95 años y más;Extranjero;0
092 Caídas accidentales;Hombres;Menores de 1 año;Mismo municipio;1
092 Caídas accidentales;Hombres;Menores de 1 año;Otro municipio de la misma provincia;0
092 Caídas accidentales;Hombres;Menores de 1 año;Otra provincia de la misma Comunidad Autónoma;0
092 Caídas accidentales;Hombres;Menores de 1 año;Otra Comunidad Autónoma;0
092 Caídas accidentales;Hombres;Menores de 1 año;Extranjero;0
092 Caídas accidentales;Hombres;De 1 a 4 años;Mismo municipio;3
092 Caídas accidentales;Hombres;De 1 a 4 años;Otro municipio de la misma provincia;1
092 Caídas accidentales;Hombres;De 1 a 4 años;Otra provincia de la misma Comunidad Autónoma;1
092 Caídas accidentales;Hombres;De 1 a 4 años;Otra Comunidad Autónoma;0
092 Caídas accidentales;Hombres;De 1 a 4 años;Extranjero;0
092 Caídas accidentales;Hombres;De 5 a 9 años;Mismo municipio;1
092 Caídas accidentales;Hombres;De 5 a 9 años;Otro municipio de la misma provincia;1
092 Caídas accidentales;Hombres;De 5 a 9 años;Otra provincia de la misma Comunidad Autónoma;0
092 Caídas accidentales;Hombres;De 5 a 9 años;Otra Comunidad Autónoma;0
092 Caídas accidentales;Hombres;De 5 a 9 años;Extranjero;0
092 Caídas accidentales;Hombres;De 10 a 14 años;Mismo municipio;2
092 Caídas accidentales;Hombres;De 10 a 14 años;Otro municipio de la misma provincia;0
092 Caídas accidentales;Hombres;De 10 a 14 años;Otra provincia de la misma Comunidad Autónoma;0
092 Caídas accidentales;Hombres;De 10 a 14 años;Otra Comunidad Autónoma;0
092 Caídas accidentales;Hombres;De 10 a 14 años;Extranjero;0
092 Caídas accidentales;Hombres;De 15 a 19 años;Mismo municipio;0
092 Caídas accidentales;Hombres;De 15 a 19 años;Otro municipio de la misma provincia;1
092 Caídas accidentales;Hombres;De 15 a 19 años;Otra provincia de la misma Comunidad Autónoma;0
092 Caídas accidentales;Hombres;De 15 a 19 años;Otra Comunidad Autónoma;2
092 Caídas accidentales;Hombres;De 15 a 19 años;Extranjero;0
092 Caídas accidentales;Hombres;De 20 a 24 años;Mismo municipio;5
092 Caídas accidentales;Hombres;De 20 a 24 años;Otro municipio de la misma provincia;7
092 Caídas accidentales;Hombres;De 20 a 24 años;Otra provincia de la misma Comunidad Autónoma;0
092 Caídas accidentales;Hombres;De 20 a 24 años;Otra Comunidad Autónoma;2
092 Caídas accidentales;Hombres;De 20 a 24 años;Extranjero;3
092 Caídas accidentales;Hombres;De 25 a 29 años;Mismo municipio;4
092 Caídas accidentales;Hombres;De 25 a 29 años;Otro municipio de la misma provincia;4
092 Caídas accidentales;Hombres;De 25 a 29 años;Otra provincia de la misma Comunidad Autónoma;1
092 Caídas accidentales;Hombres;De 25 a 29 años;Otra Comunidad Autónoma;1
092 Caídas accidentales;Hombres;De 25 a 29 años;Extranjero;0
092 Caídas accidentales;Hombres;De 30 a 34 años;Mismo municipio;6
092 Caídas accidentales;Hombres;De 30 a 34 años;Otro municipio de la misma provincia;8
092 Caídas accidentales;Hombres;De 30 a 34 años;Otra provincia de la misma Comunidad Autónoma;2
092 Caídas accidentales;Hombres;De 30 a 34 años;Otra Comunidad Autónoma;2
092 Caídas accidentales;Hombres;De 30 a 34 años;Extranjero;2
092 Caídas accidentales;Hombres;De 35 a 39 años;Mismo municipio;9
092 Caídas accidentales;Hombres;De 35 a 39 años;Otro municipio de la misma provincia;10
092 Caídas accidentales;Hombres;De 35 a 39 años;Otra provincia de la misma Comunidad Autónoma;1
092 Caídas accidentales;Hombres;De 35 a 39 años;Otra Comunidad Autónoma;1
092 Caídas accidentales;Hombres;De 35 a 39 años;Extranjero;4
092 Caídas accidentales;Hombres;De 40 a 44 años;Mismo municipio;19
092 Caídas accidentales;Hombres;De 40 a 44 años;Otro municipio de la misma provincia;14
092 Caídas accidentales;Hombres;De 40 a 44 años;Otra provincia de la misma Comunidad Autónoma;2
092 Caídas accidentales;Hombres;De 40 a 44 años;Otra Comunidad Autónoma;4
092 Caídas accidentales;Hombres;De 40 a 44 años;Extranjero;0
092 Caídas accidentales;Hombres;De 45 a 49 años;Mismo municipio;21
092 Caídas accidentales;Hombres;De 45 a 49 años;Otro municipio de la misma provincia;21
092 Caídas accidentales;Hombres;De 45 a 49 años;Otra provincia de la misma Comunidad Autónoma;6
092 Caídas accidentales;Hombres;De 45 a 49 años;Otra Comunidad Autónoma;6
092 Caídas accidentales;Hombres;De 45 a 49 años;Extranjero;2
092 Caídas accidentales;Hombres;De 50 a 54 años;Mismo municipio;44
092 Caídas accidentales;Hombres;De 50 a 54 años;Otro municipio de la misma provincia;29
092 Caídas accidentales;Hombres;De 50 a 54 años;Otra provincia de la misma Comunidad Autónoma;2
092 Caídas accidentales;Hombres;De 50 a 54 años;Otra Comunidad Autónoma;2
092 Caídas accidentales;Hombres;De 50 a 54 años;Extranjero;4
092 Caídas accidentales;Hombres;De 55 a 59 años;Mismo municipio;26
092 Caídas accidentales;Hombres;De 55 a 59 años;Otro municipio de la misma provincia;28
092 Caídas accidentales;Hombres;De 55 a 59 años;Otra provincia de la misma Comunidad Autónoma;4
092 Caídas accidentales;Hombres;De 55 a 59 años;Otra Comunidad Autónoma;3
092 Caídas accidentales;Hombres;De 55 a 59 años;Extranjero;2
092 Caídas accidentales;Hombres;De 60 a 64 años;Mismo municipio;42
092 Caídas accidentales;Hombres;De 60 a 64 años;Otro municipio de la misma provincia;33
092 Caídas accidentales;Hombres;De 60 a 64 años;Otra provincia de la misma Comunidad Autónoma;4
092 Caídas accidentales;Hombres;De 60 a 64 años;Otra Comunidad Autónoma;4
092 Caídas accidentales;Hombres;De 60 a 64 años;Extranjero;9
092 Caídas accidentales;Hombres;De 65 a 69 años;Mismo municipio;52
092 Caídas accidentales;Hombres;De 65 a 69 años;Otro municipio de la misma provincia;42
092 Caídas accidentales;Hombres;De 65 a 69 años;Otra provincia de la misma Comunidad Autónoma;7
092 Caídas accidentales;Hombres;De 65 a 69 años;Otra Comunidad Autónoma;6
092 Caídas accidentales;Hombres;De 65 a 69 años;Extranjero;1
092 Caídas accidentales;Hombres;De 70 a 74 años;Mismo municipio;58
092 Caídas accidentales;Hombres;De 70 a 74 años;Otro municipio de la misma provincia;63
092 Caídas accidentales;Hombres;De 70 a 74 años;Otra provincia de la misma Comunidad Autónoma;4
092 Caídas accidentales;Hombres;De 70 a 74 años;Otra Comunidad Autónoma;10
092 Caídas accidentales;Hombres;De 70 a 74 años;Extranjero;4
092 Caídas accidentales;Hombres;De 75 a 79 años;Mismo municipio;66
092 Caídas accidentales;Hombres;De 75 a 79 años;Otro municipio de la misma provincia;74
092 Caídas accidentales;Hombres;De 75 a 79 años;Otra provincia de la misma Comunidad Autónoma;6
092 Caídas accidentales;Hombres;De 75 a 79 años;Otra Comunidad Autónoma;2
092 Caídas accidentales;Hombres;De 75 a 79 años;Extranjero;5
092 Caídas accidentales;Hombres;De 80 a 84 años;Mismo municipio;145
092 Caídas accidentales;Hombres;De 80 a 84 años;Otro municipio de la misma provincia;107
092 Caídas accidentales;Hombres;De 80 a 84 años;Otra provincia de la misma Comunidad Autónoma;12
092 Caídas accidentales;Hombres;De 80 a 84 años;Otra Comunidad Autónoma;9
092 Caídas accidentales;Hombres;De 80 a 84 años;Extranjero;1
092 Caídas accidentales;Hombres;De 85 a 89 años;Mismo municipio;158
092 Caídas accidentales;Hombres;De 85 a 89 años;Otro municipio de la misma provincia;113
092 Caídas accidentales;Hombres;De 85 a 89 años;Otra provincia de la misma Comunidad Autónoma;9
092 Caídas accidentales;Hombres;De 85 a 89 años;Otra Comunidad Autónoma;13
092 Caídas accidentales;Hombres;De 85 a 89 años;Extranjero;1
092 Caídas accidentales;Hombres;De 90 a 94 años;Mismo municipio;99
092 Caídas accidentales;Hombres;De 90 a 94 años;Otro municipio de la misma provincia;68
092 Caídas accidentales;Hombres;De 90 a 94 años;Otra provincia de la misma Comunidad Autónoma;4
092 Caídas accidentales;Hombres;De 90 a 94 años;Otra Comunidad Autónoma;8
092 Caídas accidentales;Hombres;De 90 a 94 años;Extranjero;0
092 Caídas accidentales;Hombres;De 95 años y más;Mismo municipio;22
092 Caídas accidentales;Hombres;De 95 años y más;Otro municipio de la misma provincia;11
092 Caídas accidentales;Hombres;De 95 años y más;Otra provincia de la misma Comunidad Autónoma;1
092 Caídas accidentales;Hombres;De 95 años y más;Otra Comunidad Autónoma;2
092 Caídas accidentales;Hombres;De 95 años y más;Extranjero;0
092 Caídas accidentales;Mujeres;Menores de 1 año;Mismo municipio;0
092 Caídas accidentales;Mujeres;Menores de 1 año;Otro municipio de la misma provincia;0
092 Caídas accidentales;Mujeres;Menores de 1 año;Otra provincia de la misma Comunidad Autónoma;0
092 Caídas accidentales;Mujeres;Menores de 1 año;Otra Comunidad Autónoma;0
092 Caídas accidentales;Mujeres;Menores de 1 año;Extranjero;0
092 Caídas accidentales;Mujeres;De 1 a 4 años;Mismo municipio;1
092 Caídas accidentales;Mujeres;De 1 a 4 años;Otro municipio de la misma provincia;0
092 Caídas accidentales;Mujeres;De 1 a 4 años;Otra provincia de la misma Comunidad Autónoma;0
092 Caídas accidentales;Mujeres;De 1 a 4 años;Otra Comunidad Autónoma;0
092 Caídas accidentales;Mujeres;De 1 a 4 años;Extranjero;1
092 Caídas accidentales;Mujeres;De 5 a 9 años;Mismo municipio;1
092 Caídas accidentales;Mujeres;De 5 a 9 años;Otro municipio de la misma provincia;0
092 Caídas accidentales;Mujeres;De 5 a 9 años;Otra provincia de la misma Comunidad Autónoma;0
092 Caídas accidentales;Mujeres;De 5 a 9 años;Otra Comunidad Autónoma;0
092 Caídas accidentales;Mujeres;De 5 a 9 años;Extranjero;0
092 Caídas accidentales;Mujeres;De 10 a 14 años;Mismo municipio;0
092 Caídas accidentales;Mujeres;De 10 a 14 años;Otro municipio de la misma provincia;0
092 Caídas accidentales;Mujeres;De 10 a 14 años;Otra provincia de la misma Comunidad Autónoma;0
092 Caídas accidentales;Mujeres;De 10 a 14 años;Otra Comunidad Autónoma;0
092 Caídas accidentales;Mujeres;De 10 a 14 años;Extranjero;0
092 Caídas accidentales;Mujeres;De 15 a 19 años;Mismo municipio;0
092 Caídas accidentales;Mujeres;De 15 a 19 años;Otro municipio de la misma provincia;0
092 Caídas accidentales;Mujeres;De 15 a 19 años;Otra provincia de la misma Comunidad Autónoma;0
092 Caídas accidentales;Mujeres;De 15 a 19 años;Otra Comunidad Autónoma;1
092 Caídas accidentales;Mujeres;De 15 a 19 años;Extranjero;0
092 Caídas accidentales;Mujeres;De 20 a 24 años;Mismo municipio;0
092 Caídas accidentales;Mujeres;De 20 a 24 años;Otro municipio de la misma provincia;1
092 Caídas accidentales;Mujeres;De 20 a 24 años;Otra provincia de la misma Comunidad Autónoma;0
092 Caídas accidentales;Mujeres;De 20 a 24 años;Otra Comunidad Autónoma;1
092 Caídas accidentales;Mujeres;De 20 a 24 años;Extranjero;2
092 Caídas accidentales;Mujeres;De 25 a 29 años;Mismo municipio;0
092 Caídas accidentales;Mujeres;De 25 a 29 años;Otro municipio de la misma provincia;1
092 Caídas accidentales;Mujeres;De 25 a 29 años;Otra provincia de la misma Comunidad Autónoma;1
092 Caídas accidentales;Mujeres;De 25 a 29 años;Otra Comunidad Autónoma;0
092 Caídas accidentales;Mujeres;De 25 a 29 años;Extranjero;0
092 Caídas accidentales;Mujeres;De 30 a 34 años;Mismo municipio;1
092 Caídas accidentales;Mujeres;De 30 a 34 años;Otro municipio de la misma provincia;1
092 Caídas accidentales;Mujeres;De 30 a 34 años;Otra provincia de la misma Comunidad Autónoma;0
092 Caídas accidentales;Mujeres;De 30 a 34 años;Otra Comunidad Autónoma;0
092 Caídas accidentales;Mujeres;De 30 a 34 años;Extranjero;0
092 Caídas accidentales;Mujeres;De 35 a 39 años;Mismo municipio;5
092 Caídas accidentales;Mujeres;De 35 a 39 años;Otro municipio de la misma provincia;2
092 Caídas accidentales;Mujeres;De 35 a 39 años;Otra provincia de la misma Comunidad Autónoma;0
092 Caídas accidentales;Mujeres;De 35 a 39 años;Otra Comunidad Autónoma;1
092 Caídas accidentales;Mujeres;De 35 a 39 años;Extranjero;0
092 Caídas accidentales;Mujeres;De 40 a 44 años;Mismo municipio;5
092 Caídas accidentales;Mujeres;De 40 a 44 años;Otro municipio de la misma provincia;1
092 Caídas accidentales;Mujeres;De 40 a 44 años;Otra provincia de la misma Comunidad Autónoma;0
092 Caídas accidentales;Mujeres;De 40 a 44 años;Otra Comunidad Autónoma;0
092 Caídas accidentales;Mujeres;De 40 a 44 años;Extranjero;1
092 Caídas accidentales;Mujeres;De 45 a 49 años;Mismo municipio;5
092 Caídas accidentales;Mujeres;De 45 a 49 años;Otro municipio de la misma provincia;3
092 Caídas accidentales;Mujeres;De 45 a 49 años;Otra provincia de la misma Comunidad Autónoma;1
092 Caídas accidentales;Mujeres;De 45 a 49 años;Otra Comunidad Autónoma;0
